"","identifier","text"
"140","urn:cts:latinLit:phi1056.phi001.perseus-lat1:2.9.16","ito celeriter miles congero posteaquam flamma circo ille materia virga comprehendo ad caelum tollo efficio opinio utor video jam totus molo concido cum autem is per sui ex-tingo sum et res quies turris intactus appareo admiror caesar jubeo extro telum missio is circumvallo ito timor cogo oppidanus cum sui dedo quaero unde sum is lignum qui ab ignis non laedo tunc is demonstro is arbor qui in hic locus magnus sum copia et ideo is castellum larignus ito materio larignus sum appello hic autem per padi ravennam deporto in colonia fanestri pisauri anconae reliquus qui sum in is regio municipium praebeo qui materio si sum facultas apportatio ad urbs magnus habeo in aedificium utilitas et si non in omnis certus tabula in subgrundiis circos insula si sum ex is con-loco ab trajectio incendium aedificium periculum libero qui is neque flamma neque carbo possum recipio neque facio per sui"
"141","urn:cts:latinLit:phi1056.phi001.perseus-lat1:2.9.17","sum autem is arbor folium similis pinus materio is prolixus tractabilis ad intestini opus non parvus qui sapineus habeo resina liquidus mel attici color qui etiam medeor pthisicis de singulus genus qui proprietas ex natura res video sum comparo quisque procreo ratio expono insequor animadversio quis ito qui in urbs supernus dico abies deterior sum qui infeus egregius in aedificium ad diuturnitas praesto utor et de hic res quemadmodum video ex locus proprietas habeo vitium aut virtus utor is sum considero aperio expono"
"142","urn:cts:latinLit:phi1056.phi001.perseus-lat1:2.10.1","mons appennini primus radix ab tyrrenico marum inter alpis et extremus etruriae regio orior is verus mons jugum sui circumago et medius curvo prope tango ora mas hadriani pertingo circuitio contra fretus ito citer is curvo qui vergo ad etruriae campaneus regio apricus sum potestas nam impetus habeo perpetuus ad solum curro ulterior autem qui sum proclino ad superus mas septentrionalis regio subicio contineo umbrosus et opacus perpetuitas ito qui in is pars nascor arbor umidus potestas nutrio non solus ipse augeo amplus magnitudo sed is quoque vena umor copia repleo turgentes liquor abundo saturo cum autem ex-caedo et dolo vitalis potestas amitto vena rigor permaneo siccesco propter raritas fio inanis et evanidus ideo in aedificium non possum habeo diuturnitas"
"143","urn:cts:latinLit:phi1056.phi001.perseus-lat1:2.10.2","qui autem ad solum curro specto locus procreo non habeo intervenium raritas siccitas exsugo solido quia sol non modus ex terra lambo sed etiam ex arbor educo umor ito qui sum in apricus regio spissus vena crebritas solido raritas non habeo ex umor cum in materio perdolo reddo magnus utilitas ad vetustas ideo infernates qui ex apricus locus apporto bonus sum qui qui ab opacus de supernatibus adveho"
"144","urn:cts:latinLit:phi1056.phi001.perseus-lat1:2.10.3","quantus animus considero possum de copia qui sum necessarius in aedificium comparatio et qui tempero ex res natura principium habeo video mixtionem quisque insum in singulus genus virtus et vitium utor non sum ignosco aedifico expono ito qui possum is praecipio sequor praescriptio sum prudens singulus genus utor eligo possum in opus ergo quoniam de apparitio sum explicate in ceterus volumen de ipse aedificium expono et primus de deus immortalis aedes sacer et de is symmetria et proportio utor ordo postulo insequor perscribo"
"145","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.preface.1","delphicus apollo socratem omnis sapio pythiae respondeo sum profiteor is autem memoro prudens doceo dico oportet homo pectus fenestro et aperio sum utor non occulo habeo sensus sed pateo ad considero utinam verus res natura sententia is sequor explicate et appareo is constituo si enim ito sum non solus laudo aut vitium animus ad manus aspicio sed etiam disciplina scientia sub oculus consideratio subicio non incertus judicium probo sed et doceo et scio auctoritas egregius et stabilis addo ipse artifex pellicio suus prudens qui etiamsi non pecunia sum copiosus sive vetustas officina habeo notitia aut etiam gratia forensis et eloquentia cum sum paro pro industria studium auctoritas possum habeo ut is qui profiteor scio is credo igitur quoniam hic non ito sed utor natura res volo sum constituo non efficio ut possum homo obscuro sub pectus ingenium scientia artificium penitus lateo quemadmodum sum judico"
"146","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.preface.2","magnus autem is animadverto possum ab antiquus statuarius et pictor qui ex hic qui dignitas nosco et commendatio gratia habeo aeternus memoria ad posteritas sum permaneo utor myrus polycletus phidias lysippus ceterum qui nobilitas ex ars sum con-sequor nam ut civitas magnus aut rex aut civis nobilis opus facio ito is sum adipiscor at qui non parvus studium et ingenium sollers sum nobilis et humilis fortuna civis non parvus egregius perficio facio opus nullus memoria sum ad-sequor qui hic non ab industria neque ars sollertia sed ab felicito sum desertus ut hegias atheniensis chion corinthius myagrus phocaeus pharax ephesius boedas byzantius etiam alius multus non parvus ito pictor utor aristomenes thasius polycles et androcydes cyziceni theo magnes ceterum qui neque industria neque ars studium neque sollertia deficio sed aut res familiaris exiguitas aut imbecillitas fortuna sive in ambitio certatio contrarius superatio obsto is dignitas"
"147","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.preface.3","neque tamen sum admiror si propter ignotitiam ars virtus obscuro sed magnus indignor cum etiam saepis eblandior gratia convivium ab verus judicium fallo probatio ergo utor socrati placeo si ito sensus et sententia scientia disciplina augeo perspicuus et perlucidae sum non gratia neque ambitio valeo sed si qui verus certus labor doctrina pervenio ad scientia superus is ulter opus trado quoniam autem is non sum illustris neque appareo in aspicio ut puto oportet et animadverto potis indoctus qui doceo gratia supero non sum certo judico cum indoctus ambitio potis hic praecipio edo ostendo noster scientia virtus"
"148","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.preface.4","ito imperator in primus volumen tu de ars et qui habeo is virtus quisque disciplina oportet sum augeo architectus expono et subicio causa quis ito is oportet is sum pereo ratio superus architectura partitio distribuo finitio termino deinde qui sum primus et necessarius de moenia quemadmodum eligo locus saluber ratiocinatio explicate venio qui sum et ex qui regio singulus spiro deformatio grammicus ostendo platalea et vicus utor emendo fio distributio in moenia doceo et ito finitio primus volumen constituo ito in sequor de materio qui habeo in opus utilitas et qui virtus ex natura res sum comparo perago nunc in tertius de deus immortalis aedes sacer dico et utor oportet perscribo expono"
"149","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.1","aedes compositio consto ex symmetria qui ratio diligens architectus teneo debeo is autem pario ab proportio qui graece ἀναλογία dico proportio sum reor pars membrum in omnis opus totus commodulatio ex qui ratio efficio symmetria nam non possum aedes ullus sinum symmetria atque proportio ratio habeo compositio nitor utor homo benus figuro membrum habeo exigo ratio"
"150","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.2","corpus enim homo ito natura compono utor os caput ab mentum ad frons superus et radix imus capillum sum decimus pars ito manus pansa ab articulus ad extremus medius digitus tantusdem caput ab mentum ad superus vertex octavus cum cervix imus ab superus pectus ad imus radix capillus sextus ab medius pectus ad superus vertex quartus ipse autem aurum altitudo tertius sum pars ab imus mentum ad imus nares nasus ab imus nares ad finis medius supercilium tantusdem ab is finis ad imus radix capillum frons efficio ito tertius pars pes verus altitudo corpus sextus cubo quartus pectus ito quartus reliquus quoque membrum suus habeo commetior proportio qui etiam antiquus pictor et statuarius nobilis utor magnus et infinitus laudo sum ad-sequor"
"151","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.3","similis verus sacer aedes membrum ad universus totus magnitudo superus ex pars singulus convenio debeo habeo commetior respondeo ito corpus centrum medius naturalis sum umbilicus nam si homo con-loco sum supinus manus et pedis pansis circinique con-loco centrum in umbilicus is circumago rotundatio uter manus et pedum digitus lineus tango non parvus quemadmodum schema rotundatio in corpus efficio ito quadro designatio in is invenio nam si ab pedis imus ad superus caput metior sum is metior refero sum ad manus pansas invenio idem latitudo utor altitudo quemadmodum area qui ad norma sum quadro"
"152","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.4","ergo si ito natura compono corpus homo utor proportio membrum ad superus figuratio is respondeo cum causa constituo video antiquus ut etiam in opus perfectio singulus membrum ad universus figura species habeo commetior exactio igitur cum in omnis opus ordo trado magnus in aedes deus qui is opus et laudo et culpa aeternus soleo permaneo"
"153","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.5","neque parvus metior ratio qui in omnis opus video necessarius sum ex corpus membrum colligo utor digitus palmus pedis cubo et is distribuo in perficio numerus qui graeci τέλειον dico perficio autem antiquus instituo numerus qui decem dico nam ex manus digitus numerus ab palmus pes sum invenio si autem in uter palmus ex articulus ab natura decem sum perficio etiam platoni placeo sum is numerus is res perficio qui ex x singularis res qui μονάδες apud graecos dico perficio decusis simul autem undecim aut duodecim sum facio qui supero non possum sum perficio donec ad alter decusis pervenio singularis enim res particula sum is numerus"
"154","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.6","mathematicus verus contra disputo is res perficio dico sum numerus qui sex dico qui is numerus habeo partitio is ratio sex numerus convenio sic sextans unus triens duo semis tres besem qui δίμοιρον dico quattuor quintarius qui πεντάμοιρον dico quinque perficio sex cum ad duplicatio cresco supra sex adicio assis ἔφεκτον cum facio sum octo qui sum tertius adicio tertiarium alter qui ἐπίτριτος dico dimidius adicio cum facio sum novo sesquialter qui ἡμιόλιος appello duo pars addo et decusis facio bes alter qui ἐπιδίμοιρον vocito in undecim numerus qui adicio sum quinque quintarius qui ἐπίπεμπτον dico duodecim autem qui ex duo numerus simplex sum efficio διπλάσιονα"
"155","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.7","non parvus etiam qui pes homo altitudo sextus habeo pars ito etiam ex is qui perficio pedum numerus corpus altitudo vetus columna basium scapus effero sexies altitudo termino is perficio constituo cubo animadverto ex sex palmus consto digitus xxiiii ex is etiam video civitas graecorum facio quemadmodum cubo sum sex palmus in drachma qui nummus utor aereus signo utor assis ex aequus sex qui obolus appello quadro obolus qui alius dichalcum nonnullus trichalcon dico pro digitus viginti quattuor in drachma constituo"
"156","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.8","nos autem primus facio perficio antiquus numerus et in denarius deni aer constituo et is res compositio nomen ad hodiernus dies denarius retineo etiam quartus pars qui efficio ex duo assis et tertius semis sestertium vocito postea autem qui animadverto uter numerus sum perficio et sex et decem uter in unus co-jacio et facio perficio decusis sexus hic autem res auctor invenio pedis ex cubo enim cum demo sum palmus duo relinquo pes quattuor palmus palmus autem habeo quattuor digitus ito efficio ut habeo pes sedecim digitus et totidem assis aeracius denarius"
"157","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.1.9","ergo si convenio ex articulus homo numerus invenio sum et ex membrum separo ad universus corpus species reor pars commetior fio respondeo relinquo ut suspicio is qui etiam aedes deus immortalis constituo ito membrum opus ordino ut proportio et symmetria separo atque universus convenio efficio is distributio"
"158","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.2.1","aedes autem principium sum ex qui consto figura aspicio is primus in antae qui graece ναὸς ἐν παραστάσιν dico deinde prostylos amphiprostylos peripteros pseudodipteros dipteros hypaethrus hic exprimo formatio hic ratio"
"159","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.2.2","in antae sum aedes cum habeo in frons antae paries qui cella circumcludo et inter antae in medius columna duo supra fastigium symmetria is con-loco qui in hic liber sum perscribo hic autem exemplar sum ad tres fortuna extribus qui sum proximus porta collinus"
"160","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.2.3","prostylos omnis habeo quemadmodum in antae columna autem contra antae angularis duo supra epistylium quemadmodum et in antae et dexter atque sinister in verto singulus hic exemplar sum in insula tiberina in aedes io et fauni"
"161","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.2.4","amphiprostylos omnis habeo is qui prostylos praeterea habeo in posticus ad idem modus columna et fastigium"
"162","urn:cts:latinLit:phi1056.phi001.perseus-lat1:3.2.5","peripteros autem sum qui habeo in frons et posticus seni columna in latus cum angularis undenas ito autem sum hic columna con-loco ut intercolumnium latitudo intervallum sum ab paries circos ad extremus ordo columna habeo ambulatio circo cella aedes quemadmodum sum sinum posticus in porticus metelli io stator hermodori et mariana honor et virtus ab mucio facio"
